C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_24_863.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_24_863.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_24_863.jpg,0,0,0,6.157919E-06
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_24_928.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_24_928.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_24_928.jpg,0,0,0,1.158389E-05
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_24_997.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_24_997.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_24_997.jpg,0,0,0,3.009557E-06
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_065.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_065.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_065.jpg,0,0,0,8.498764E-06
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_133.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_133.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_133.jpg,0,0,0,1.945929E-05
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_201.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_201.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_201.jpg,0,0,0,1.328033E-05
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_269.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_269.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_269.jpg,0,0,0,5.409364E-06
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_337.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_337.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_337.jpg,0,0,0,1.144623E-05
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_406.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_406.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_406.jpg,0,0.1478061,0,0.0174194
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_473.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_473.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_473.jpg,0,0.3318157,0,0.2331693
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_543.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_543.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_543.jpg,0,0.5750907,0,0.7096117
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_612.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_612.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_612.jpg,-0.1,0.7467029,0,1.163638
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_680.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_680.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_680.jpg,-0.3,0.9871032,0,1.98757
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_747.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_747.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_747.jpg,-0.45,1,0,2.684957
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_815.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_815.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_815.jpg,0,1,0,3.363849
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_882.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_882.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_882.jpg,0,1,0,4.296935
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_25_949.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_25_949.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_25_949.jpg,0,1,0,4.995872
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_019.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_019.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_019.jpg,0,1,0,5.69086
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_087.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_087.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_087.jpg,-0.05,1,0,6.610808
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_155.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_155.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_155.jpg,-0.2,1,0,7.288157
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_225.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_225.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_225.jpg,-0.4,1,0,8.165558
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_294.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_294.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_294.jpg,-0.5500001,1,0,8.802633
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_363.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_363.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_363.jpg,-0.7500002,1,0,9.619632
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_431.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_431.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_431.jpg,0,1,0,10.21353
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_499.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_499.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_499.jpg,0,1,0,10.86271
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_567.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_567.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_567.jpg,0,1,0,11.57532
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_635.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_635.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_635.jpg,0,1,0,12.4337
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_703.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_703.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_703.jpg,0,1,0,13.19815
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_770.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_770.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_770.jpg,-0.05,1,0,13.91552
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_838.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_838.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_838.jpg,-0.2,1,0,14.52981
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_907.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_907.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_907.jpg,-0.4,1,0,15.27904
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_26_976.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_26_976.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_26_976.jpg,-0.5500001,1,0,15.92929
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_27_045.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_27_045.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_27_045.jpg,0,1,0,16.65182
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_27_115.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_27_115.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_27_115.jpg,0,1,0,17.18886
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_27_184.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_27_184.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_27_184.jpg,0,1,0,17.9791
C:\Users\Panaligan\Desktop\track\IMG\center_2021_11_30_06_41_27_253.jpg,C:\Users\Panaligan\Desktop\track\IMG\left_2021_11_30_06_41_27_253.jpg,C:\Users\Panaligan\Desktop\track\IMG\right_2021_11_30_06_41_27_253.jpg,0,1,0,18.74071
